" Table 4 
National Health Expenditures by Source of Funds and Type of Expenditure: Calendar Years 2011-2018        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                            Physician and Clinical Services,665.6,58.8,538.5,287.0,149.2,72.2,30.1,68.2,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                            Other Professional Services,92.7,23.1,62.2,32.2,22.4,7.2,0.3,7.4,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                            Dental Services,124.9,51.9,72.5,56.3,0.5,12.1,3.6,0.5,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"                    Other Health, Residential, and Personal Care3",173.6,6.1,120.5,13.3,4.9,99.9,2.4,47.1,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                     Home Health Care4,93.0,8.5,81.9,10.5,36.9,33.8,0.7,2.5,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"                     Nursing Care Facilities and Continuing Care Retirement Communities4, 5",163.0,44.1,107.3,15.3,37.1,49.8,5.1,11.6,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                     Retail Outlet Sales of Medical Products,436.0,132.6,300.6,144.1,106.3,39.7,10.5,2.7,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                            Prescription Drugs,322.3,47.8,272.7,133.8,96.6,32.0,10.3,1.8,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                            Durable Medical Equipment,51.0,24.3,25.8,10.3,7.6,7.7,0.2,0.9,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                            Other Non-Durable Medical Products,62.7,60.6,2.1,-  ,2.1,-  ,-  ,0.0,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Government Administration6 ,44.9,-  ,40.9,-  ,10.3,25.6,4.9,4.0,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Net Cost of Health Insurance7,218.8,-  ,204.0,130.2,36.5,35.8,1.4,14.8,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Government Public Health Activities,88.7,-  ,-  ,-  ,-  ,-  ,-  ,-  ,88.7,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Investment,156.7,-  ,-  ,-  ,-  ,-  ,-  ,-  ,-  ,156.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Research8,47.4,-  ,-  ,-  ,-  ,-  ,-  ,-  ,-  ,47.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Structures and Equipment,109.3,-  ,-  ,-  ,-  ,-  ,-  ,-  ,-  ,109.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" Table 4 - Continued 
National Health Expenditures by Source of Funds and Type of Expenditure: Calendar Years 2011-2018        ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , , ,Health Insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year and Type of Expenditure,Total,Out of Pocket,Health Insurance,Private Health Insurance,Medicare,Medicaid,Other Health Insurance Programs1,Other Third Party Payers2,Government Public Health Activities,Investment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year 2017,Amount in Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Health Expenditures,"$3,487.3",$365.2,"$2,592.3","$1,175.0",$705.1,$580.1,$132.1,$270.1,$91.4,$168.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Health Consumption Expenditures,"3,319.0",365.2,"2,592.3","1,175.0",705.1,580.1,132.1,270.1,91.4,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Personal Health Care,"2,954.5",365.2,"2,337.0","1,032.4",659.4,519.6,125.5,252.3,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                     Hospital Care,"1,140.6",34.3,"1,000.7",454.1,284.0,192.7,69.7,105.7,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                     Professional Services,924.0,137.5,707.2,392.5,183.4,95.3,36.1,79.3,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                            Physician and Clinical Services,696.9,60.1,565.3,300.2,157.9,75.2,31.9,71.6,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                            Other Professional Services,97.5,24.4,65.9,33.4,24.6,7.5,0.4,7.3,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                            Dental Services,129.6,53.0,76.1,58.9,0.9,12.5,3.8,0.5,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"                    Other Health, Residential, and Personal Care3",183.2,6.4,127.1,13.8,4.9,105.9,2.5,49.7,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                     Home Health Care4,97.1,9.2,85.3,11.4,38.1,35.0,0.7,2.7,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"                     Nursing Care Facilities and Continuing Care Retirement Communities4, 5",166.2,44.6,109.5,16.6,37.5,50.0,5.4,12.2,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                     Retail Outlet Sales of Medical Products,443.2,133.4,307.2,144.0,111.3,40.8,11.0,2.7,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                            Prescription Drugs,326.8,46.8,278.2,133.2,101.3,32.9,10.8,1.8,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                            Durable Medical Equipment,52.4,24.5,27.0,10.8,8.1,7.9,0.2,0.9,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                            Other Non-Durable Medical Products,64.1,62.1,2.0,-  ,2.0,-  ,-  ,0.0,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Government Administration6 ,44.8,-  ,41.9,-  ,9.7,27.0,5.1,2.9,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Net Cost of Health Insurance7,228.3,-  ,213.4,142.6,36.0,33.5,1.3,14.9,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Government Public Health Activities,91.4,-  ,-  ,-  ,-  ,-  ,-  ,-  ,91.4,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Investment,168.3,-  ,-  ,-  ,-  ,-  ,-  ,-  ,-  ,168.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Research8,50.1,-  ,-  ,-  ,-  ,-  ,-  ,-  ,-  ,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Structures and Equipment,118.2,-  ,-  ,-  ,-  ,-  ,-  ,-  ,-  ,118.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Year 2018,Amount in Billions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
National Health Expenditures,"$3,649.4",$375.6,"$2,729.0","$1,243.0",$750.2,$597.4,$138.3,$276.9,$93.5,$174.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Health Consumption Expenditures,"3,475.0",375.6,"2,729.0","1,243.0",750.2,597.4,138.3,276.9,93.5,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Personal Health Care,"3,075.5",375.6,"2,440.6","1,078.7",697.2,532.8,131.9,259.3,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                     Hospital Care,"1,191.8",34.8,"1,046.9",481.1,297.0,196.6,72.2,110.1,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                     Professional Services,965.1,142.1,744.7,409.2,198.6,97.9,39.0,78.3,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                            Physician and Clinical Services,725.6,61.2,594.0,311.8,170.2,77.4,34.6,70.4,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                            Other Professional Services,103.9,26.1,70.4,35.1,27.2,7.7,0.4,7.4,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                            Dental Services,135.6,54.9,80.2,62.2,1.2,12.8,4.0,0.6,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"                    Other Health, Residential, and Personal Care3",191.6,6.8,132.3,13.6,4.9,111.1,2.7,52.5,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                     Home Health Care4,102.2,10.2,89.2,12.2,40.3,35.9,0.8,2.8,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"                     Nursing Care Facilities and Continuing Care Retirement Communities4, 5",168.5,44.8,110.8,17.1,38.1,49.9,5.7,12.9,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                     Retail Outlet Sales of Medical Products,456.3,136.8,316.7,145.5,118.2,41.4,11.5,2.7,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                            Prescription Drugs,335.0,47.1,286.2,134.3,107.2,33.4,11.3,1.8,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                            Durable Medical Equipment,54.9,25.5,28.4,11.3,8.9,8.1,0.2,1.0,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                            Other Non-Durable Medical Products,66.4,64.2,2.1,-  ,2.1,-  ,-  ,0.0,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Government Administration6 ,47.5,-  ,44.6,-  ,12.0,27.5,5.0,2.9,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Net Cost of Health Insurance7,258.5,-  ,243.8,164.3,41.1,37.0,1.3,14.7,-  ,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
              Government Public Health Activities,93.5,-  ,-  ,-  ,-  ,-  ,-  ,-  ,93.5,-  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
      Investment,174.4,-  ,-  ,-  ,-  ,-  ,-  ,-  ,-  ,174.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Research8,52.6,-  ,-  ,-  ,-  ,-  ,-  ,-  ,-  ,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Structures and Equipment,121.8,-  ,-  ,-  ,-  ,-  ,-  ,-  ,-  ,121.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1 Includes Children's Health Insurance Program (Titles XIX and XXI), Department of Defense, and Department of Veterans Affairs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2 Includes worksite health care, other private revenues, Indian Health Service, workers' compensation, general assistance, maternal and child health, vocational rehabilitation, other federal programs, Substance Abuse and Mental Health Services Administration, other state and local programs, and school health.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3 Includes expenditures for residential care facilities (NAICS 623210 and 623220), ambulance providers (NAICS 621910), medical care delivered in non-traditional settings (such as community centers, senior citizens centers, schools, and military field stations), and expenditures for Home and Community Waiver programs under Medicaid. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 Includes freestanding facilities only. Additional services of this type provided in hospital-based facilities are counted as hospital care.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5 Includes care provided in nursing care facilities (NAICS 6231), continuing care retirement communities (623311), state and local government nursing facilities, and nursing facilities operated by the Department of Veterans Affairs (DVA).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6 Includes all administrative costs (federal and state and local employees' salaries, contracted employees including fiscal intermediaries, rent and building costs, computer systems and programs, other materials and supplies, and other miscellaneous expenses) associated with insuring individuals enrolled in the following health insurance programs: Medicare, Medicaid, Children's Health Insurance Program, Department of Defense, Department of Veterans Affairs, Indian Health Service, workers' compensation, maternal and child health, vocational rehabilitation, Substance Abuse and Mental Health Services Administration, and other federal programs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7 Net cost of health insurance is calculated as the difference between CY incurred premiums earned and benefits paid for private health insurance.  This includes administrative costs, and in some cases, additions to reserves, rate credits and dividends, premium taxes, and plan profits or losses.  Also included in this category is the difference between premiums earned and benefits paid for the private health insurance companies that insure the enrollees of the following programs: Medicare, Medicaid, Children's Health Insurance Program, and workers' compensation (health portion only).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8 Research and development expenditures of drug companies and other manufacturers and providers of medical equipment and supplies are excluded from ""research expenditures"" but are included in the expenditure class in which the product falls.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note: Numbers may not add to totals because of rounding.  The figure 0.0 denotes amounts less than $50 million.  Dashes (--) indicate ""not applicable"". Dollar amounts shown are in current dollars. Percent changes are calculated from unrounded data.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SOURCE:  Centers for Medicare & Medicaid Services, Office of the Actuary, National Health Statistics Group.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
